sid	label	pkgname	ver	adunitshowid	mediashowid	apptype	nginxtime	ip	city	province	reqrealip	adidmd5	imeimd5	idfamd5	openudidmd5	macmd5	dvctype	model	make	ntt	carrier	os	osv	orientation	lan	h	w	ppi
dc5acd9f-bc89-4960-8945-f78137ab5a9e-1560043515308	1	empty	2.2.1	ae3ea1765eade8fe1bf7c1628b8b60f1	dc48a526835bf9f2b843084a42359d72	318.0	1.560043515307E12	117.136.75.183	福州市	-1.0	47.96.36.166	224e0829fcde09e5aa077748923063eb	914ad2edd98b3c6883f2a51a1f2bd2d5	empty	empty	3a328fb6a5f88a2355b1da5f0a532b7f	2.0	OPPO A33M	OPPO	2.0	46001.0	android	5.1.1	0.0	zh-CN	1280.0	720.0	320.0
36f943db-3991-41c9-bde8-1fa08f31a64a-1560090028644	1	170a88a12e36f8a0f1b73442304398b1	30928000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560090028643E12	182.207.221.117	阜新市	-1.0	39.96.159.163	empty	cb4796c61d5ed8e46882fae5acc64e45	empty	empty	empty	2.0	PBBM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
a21f1de6-ebbc-4f59-9074-5f5e88c60ad4-1560092101842	0	empty	5.74.2.5990	fbcecd26a4c4c3a0b261aa9f1d326e6b	25ad2d02765793b229e8e468a6203269	326.0	1.560092101841E12	113.75.32.133	河源市	-1.0	47.100.11.90	463ec3952f8ef2e9b44d254995c3fc8b	7068755b8813756ad43e799af30e0785	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	OS105	SMARTISAN	2.0	46003.0	android	7.1.1	0.0	zh-CN	2160.0	1080.0	0.0
1011c541-b246-475c-b58a-96fc7978f2e1-1560049880489	0	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	c2c317328d5ffc8b7dc543e24fa896cc	6a201781abc86a0666c3e94b6638c920	367.0	1.560049880487E12	117.92.97.102	连云港市	-1.0	124.243.219.138	064a4994a6ef1c0a28abd53b928b21c8	1073eee84c103abac334dc68f7768e7e	empty	empty	7238818b5ac16e7f06b8ce26ef02168d	2.0	HWI-AL00	NULL	2.0	46000.0	android	9	0.0		0.0	0.0	0.0
d960eacb-aa2c-4c10-b6f7-f4719cc650d7-1560062158267	0	936574aab4d17137e9bc11964dea5e12	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.56006215827E12	182.109.74.119	吉安市	-1.0	119.254.201.249	empty	307f14065cb26ebd79136cad2de2eedc	empty	empty	empty	0.0	VIVO Y67L	vivo	2.0	46000.0	android	6.0	0.0	NULL	0.0	0.0	0.0
ce5cb5a2-e202-44e2-8ab5-fcf1742e5ce6-1560070390183	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560070390214E12	116.113.231.34	包头市	-1.0	39.96.159.159	empty	2d0999fa0a2060f575b193f4b8d9d6c9	empty	empty	empty	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
44e906a5-6b3f-4707-b36a-7a6e56b10a00-1560022935972	0	empty	5.74.2.5990	b3c87241f8806ee2f9feba881d03d42c	25ad2d02765793b229e8e468a6203269	326.0	1.560022935972E12	218.107.28.242	广州市	-1.0	47.100.18.3	7f71bbcaac166764dd286e9751ced46e	3f2dc9146f7cd74ba9ad317bd0950d4d	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	15 PLUS	Meizu	2.0	46000.0	android	7.0	0.0	zh-CN	2560.0	1440.0	0.0
1890ac29-058c-485a-b0c9-6f3602ee9b62-1560055077670	0	170a88a12e36f8a0f1b73442304398b1	30927000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560055077668E12	117.183.99.210	柳州市	-1.0	39.96.159.158	empty	c1494cbb18cc45bcdcb6752e47961b19	empty	empty	empty	2.0	OD103	SMARTISAN	2.0	46000.0	Android	7.1.1	1.0	zh-CN	640.0	360.0	0.0
bbd1848a-aba2-4db8-b362-8bb14a6ea002-1560064393381	1	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	f752b4dbcf56662d9042436425b8c164	6a201781abc86a0666c3e94b6638c920	367.0	1.560064393382E12	223.104.98.56	徐州市	-1.0	124.243.219.138	9e671bec320c32f663959164da2238ce	09daf6259cef14fcf94e35ca790d2170	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	VCE-AL00	NULL	6.0	46000.0	android	9	0.0	cn	0.0	0.0	0.0
f397c0d1-7dbc-4b1c-af9a-20628d7ad9f1-1560077586555	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560077586554E12	220.115.233.16	天津市	27.0	39.96.159.156	empty	465b7dd8056ac4c5fd9149b51b4f969f	empty	empty	empty	2.0	MI 8 SE	Xiaomi	2.0	46000.0	Android	9.0.0	1.0	zh-CN	816.0	393.0	0.0
decfc582-6151-4f87-bc49-108be80e28d1-1560015365853	1	empty	2.2.1	ae3ea1765eade8fe1bf7c1628b8b60f1	dc48a526835bf9f2b843084a42359d72	318.0	1.560015365853E12	112.97.49.204	深圳市	-1.0	47.96.36.166	f17d4d086c508309ceb9b6f1a1d7a492	9dd8ab1af8701671b51a258ccac74616	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	VIVO NEX A	vivo	6.0	46001.0	android	9	0.0	zh-CN	1280.0	720.0	320.0
9b7d01d7-d0d2-4d9e-a672-ae2b6f44f891-1560064521587	0	empty	4.7.5	da481895c5141d3df070009e63b77503	eec946a5a66c023ec9d3b2ede5900626	265.0	1.56006452159E12	106.19.3.204	永州市	-1.0	101.132.127.114	6cb2be1b5dacb49575be30f5683ef6db	79e939764a2fd6d614005ccfcf0b9313	empty	empty	empty	2.0	PADM00	NULL	6.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
8c0d50d8-d89e-400d-ac8e-2cf005224831-1560080310526	1	empty	5.76.2.6060	6792d602790c1a5a0a94366239c1c50f	25ad2d02765793b229e8e468a6203269	326.0	1.560080310526E12	36.4.174.137	亳州市	-1.0	47.100.11.90	7ef079c852a5bafd39e316751004a3bd	f3ae276a2495a71a06b097e558e69f1a	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PADT00	OPPO	2.0	46000.0	android	8.1.0	0.0	zh-CN	2280.0	1080.0	0.0
3e95d97c-8be8-4f9e-84ab-f3410f1b9c88-1560063805978	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560063805978E12	183.200.231.200	忻州市	-1.0	39.96.159.163	empty	0a5f0611d7e096c1894c8ea97e2679b8	empty	empty	empty	2.0	COR AL00	HONOR	2.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
ffd851df-75ae-4d80-a9a9-1f6f3fe78545-1560070488348	0	ff61c7290049a449e41866b0892f9672	2.19.0	02b5f45f18b47060a24852cefd8279f8	362c68ebead45c264a6582d6c9616ae9	283.0	1.560070488345E12	49.117.220.58		-1.0	180.76.181.7	1263a4494d305c48a2e038d1e0e2e35f	e597e20d3c016a4ab65ef62edeb0685a	empty	empty	8b476145ca928f150f0ddd1128b1240a	2.0	PADM00	OPPO	6.0	46000.0	Android	8.1.0	0.0	zh-CN	2136.0	1080.0	3.0
76cb7169-5a32-4ac5-a5a9-a89e7b59764e-1560051246355	0	ab35407e5ffc330fbf52b1cc76d3c8dc	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560051246363E12	223.104.30.80	昌吉回族自治州	-1.0	119.254.201.249	empty	eb21aa140140e18a78bcfe9c848380f1	empty	empty	empty	0.0	VIVO Y67L	vivo	6.0	46000.0	android	6.0	0.0	NULL	0.0	0.0	0.0
8449db7d-17bc-488c-962d-eb9c05f48594-1560084816240	0	821d21788cf7423f4b38b802c652ab77	5.2.5.1	f0f3dddd99a244b55ca71092f269a3f5	3506e5b633de7f93c5a7ae7f4a9b0bb3	230.0	1.560084816239E12	111.19.56.167	渭南市	-1.0	47.94.10.177	8229c0d82c6490b0333e7625dfdb1c91	3e95e9b91768e3cf157685f2cde58f14	empty	empty	5bf1f6bdec1d6d65540d362ad4896201	2.0	MI 5S PLUS	Xiaomi	2.0	46000.0	Android	7.0	0.0	zh-CN	1920.0	1080.0	440.0
f9c577b7-2b2b-44a4-ac88-cf70d1a0dcb1-1560063465966	0	89b8faa67e3140e53787c334d5b7acea	2.2.2	b668ff2ab211184525088001a705e77d	e4a40f1f36d186b59ce97268144764a0	365.0	1.56006346599E12	223.104.176.193	大连市	-1.0	123.59.48.89	419072b588563028f693a64388588d1a	b93b6c383abdca8e450b7441fc9e00c8	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	OPPOR11S	OPPO	6.0	46000.0	Android	7.1.1	0.0	zh-CN	2160.0	1080.0	3.0
f812e987-ccfa-437a-937a-3ed4a9a51e60-1560051973896	0	1334df18d0af0b6054411e1bfaa1b7d9	NULL	d0267547ad324d53078c09095c2e1148	06765782b6564446531bf6795f0fdc48	336.0	1.560051973895E12	123.161.99.42	南阳市	-1.0	119.254.201.249	empty	ffa3cfef7c448caf88dd2dd0e4710229	empty	empty	empty	0.0	VIVO Y33	vivo	2.0	46000.0	android	5.0.2	0.0	NULL	0.0	0.0	0.0
8958146d-4aa5-4479-9199-972fd6007f61-1560087357277	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	9dd91f965c1c9a5932dedc020c97c048	f4658ac564ae09266976ac30e0f8f582	221.0	1.560087357276E12	119.186.177.138	东营市	-1.0	42.236.10.82	e6776398c4da3c71379e832ceb684141	770baf20fc8e1011924e8303d43235b0	empty	empty	34733d825e9a8dcfbff6f9c89c1486a4	0.0	GN9010	金立	2.0	46000.0	android	5.1	0.0	NULL	1280.0	720.0	0.0
ee140e04-ce1e-40eb-b925-278398f2acd9-1560091205286	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560091205286E12	14.27.43.167	茂名市	-1.0	180.163.220.41	75705ac6621df164dad2ce7cea105baa	56b4d2f9db1d573a7235ff5ea632af42	empty	empty	empty	0.0	VIVO X9S	NULL	6.0	46000.0	android	7.1.2	0.0	NULL	1920.0	1080.0	0.0
8e9e0773-261c-4b72-825f-a290e1d553bd-1560015730681	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560015730681E12	117.136.105.112	常州市	-1.0	39.96.159.162	empty	9779b04b7d69eb73b7f87e5dad6d4b58	empty	empty	empty	2.0	VIVO Y85A	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
da638755-98c7-43cb-9bb3-6ac68313f55b-1560088208258	1	empty	5.76.2.6060	c44de6c45e712be3cdcaa63e92077b62	25ad2d02765793b229e8e468a6203269	326.0	1.560088208257E12	171.210.217.143	成都市	-1.0	106.14.150.230	d513c3ff4eee0da0f8947e322d26e547	b51ccabf55afa4297d9c6548a8f08a3c	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	CLT-AL00	HUAWEI	6.0	46003.0	android	9	0.0	zh-CN	2240.0	1080.0	0.0
17680b6e-8cdc-48d3-9676-f1151d8a3a1f-1560039483870	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	9dd91f965c1c9a5932dedc020c97c048	f4658ac564ae09266976ac30e0f8f582	221.0	1.560039483871E12	175.167.154.249	沈阳市	-1.0	180.163.220.43	ef87662a6b58eec228cae5f1ec9315e0	0551c2d9c144fe8f6a10df8a0f3e6d83	empty	empty	empty	0.0	REDMI NOTE 3	小米	6.0	46001.0	android	5.1.1	0.0	NULL	1920.0	1080.0	0.0
10c7e1be-997e-4481-8ee2-09e2ebde8e79-1560035688684	0	3068122d33c1b72edb1f0d644f27405c	8.20.2	1ccb9164954c65e5e2fb5c7e176adb36	8832ab73ad09162a017fda9219ac2778	207.0	1.560035688685E12	117.136.8.56	上海市	3.0	47.107.162.53	30ddcde63e2c771ba692c578e9c4619c	390a077c8b3e018c7c64538182198727	empty	empty	28894a990cf5656361b347f31218762c	2.0	NX616J	nubia	3.0	46000.0	android	9	1.0	zh-CN	2280.0	1080.0	480.0
7d81165d-fb97-41c4-bd86-f3c1161f2cd0-1560067824191	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	be7b4818939482a91e3d20dfc2d3a19c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560067824192E12	171.209.80.65	成都市	-1.0	211.159.203.237	7f3bc6b3ca82dc535389dbf9f2f66b0b	3f2d158db90452985de42e052348812f	empty	1d22b4c6b5b04bde2a90a7ecb1152015	00865256196d82d9663ead08c67ce04e	2.0	OS105	smartisan	2.0	46000.0	Android	7.1.1	1.0	zh-CN	2070.0	1080.0	480.0
b859fc48-889b-4151-b111-1cefd5b24529-1560082037398	1	empty	190516	51f02f6007e49301adb4ccb1da0fbf12	5f83d3d963b19352aff3d9b5b29fa736	273.0	1.560082037398E12	223.73.9.87	汕头市	-1.0	120.132.59.8	af98f880caf4517b7348b71a8c15dba4	d7dc389dd9e09747c349b6901175e8a5	empty	empty	5e0ec1be2853fdb2fee56a03545c1787	3.0	BND-AL10	HUAWEI	2.0	46000.0	android	9	0.0	zh_CN	2038.0	1080.0	0.0
d2a393c4-fc07-42a9-b28c-0b3c4db455a0-1560070053705	1	cd2323f90b21453f4d8c502c0e5bd0d7	470	5d8a835eb4121a512a59756ef4b2c747	8a4086fbef59f54c7a613d3d8b621803	336.0	1.560070053702E12	101.65.166.6	温州市	-1.0	39.96.180.53	d958b6074196d94c635e5f1fe0088454	34dd46da5b62170ad0a3d6004d12e459	empty	empty	ff16451117c2f6781fc068959bc4798d	2.0	HUAWEI VOG-AL00	VOG-AL00	2.0	46000.0	Android	9	0.0	Zh-CN	2340.0	1080.0	0.0
1c810afc-89d6-4c7f-bb3e-830ffefaeb59-1560046372721	1	c3928c124c66197bda97ee4f34a4767e	NULL	389b69facac0190921d39b572aa68e7e	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560046372721E12	223.104.94.16	遵义市	-1.0	123.123.219.7	b666b760dadcdd511b2d18688ca8e4a1	b0a14858bafee9fb4ef5b6a909c7940f	empty	empty	empty	2.0	OPPO A57T	OPPO	6.0	-1.0	android	7.9.0	0.0	NULL	0.0	0.0	0.0
cd16927e-f94e-4053-a7ab-d4f985ca7476-1560038211902	1	empty	190516	51f02f6007e49301adb4ccb1da0fbf12	5f83d3d963b19352aff3d9b5b29fa736	273.0	1.560038211902E12	180.104.7.175	徐州市	-1.0	106.75.24.159	83e3039ce2cbe57f36eac5e666e57f28	a30c26c87fb075952b761adddf5b2c24	empty	empty	c7019e5dff4ff0c1e58c93fae340b2b6	3.0	OPPO R11S	OPPO	2.0	46001.0	android	8.1.0	0.0	zh_CN	2016.0	1080.0	0.0
b4ae35ae-f737-42b0-b735-38dffbf907bf-1560054630175	1	empty	8.10.1	32fdb1696ec2bd99b5567b2358f04114	a3321324115a89c9a1e1ee10a099e782	318.0	1.560054630177E12	27.187.91.41	保定市	-1.0	180.76.166.130	6b0cf2a182ac087a72d467cc0dd6ace2	8193eae34e869990beedc8abde5d1970	empty	empty	empty	2.0	ANE-AL00	HUAWEI	2.0	46000.0	android	9.0	0.0	NULL	2190.0	1080.0	0.0
627135f1-7893-45a7-955d-6185f116761a-1560085382889	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	1cd5749a856f75dab9e7225cd3a78cdc	f4658ac564ae09266976ac30e0f8f582	221.0	1.560085382888E12	117.166.108.33	南昌市	-1.0	42.236.10.112	bd4356c0fc904658e50f27e5a78d1dc9	d999cb964a0cf48dc12a6daf232d25ce	empty	empty	5653f9f707dfb39ade89194b50b30349	0.0	VIVO X6D	VIVO	2.0	46000.0	android	5.1	0.0	NULL	1920.0	1080.0	0.0
1e019ab5-5bd6-4cfa-9f33-c628a18ca441-1560071361196	0	empty	4.4.1.190530	41bc0aa081bdf59e024890f31a24cbd6	2b8b006e642d3b8963a632368e9c9330	371.0	1.560071361194E12	140.240.59.105		-1.0	183.136.184.51	5ccc35ea9e192bc7ca81744f77c49a3d	5601e6b16a88d2895ef976bfeda37d34	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	V1813A	vivo	2.0	46003.0	android	NULL	0.0	NULL	2154.0	1080.0	0.0
9f14c9a7-7fba-4c17-8d0e-259bae47db6b-1560060290480	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.56006029048E12	182.122.174.185	濮阳市	-1.0	39.96.159.157	empty	77d64d132aaf64998cd6e8f487b6bd14	empty	empty	empty	2.0	PBEM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
b689495b-a9dd-41c1-80e3-50a825a19911-1560069180027	0	empty	4.9.11	e0dc59c91921d0ab8acb8ac1e9a81a93	0c28cf2afaba3174f88e045403d45763	265.0	1.560069180031E12	112.97.166.155	深圳市	-1.0	47.101.65.230	bcad609c7bbd284d761b8cd317022a7e	f4f6349053fadc6e19e105f79a85d8cf	empty	empty	empty	2.0	V1838A	NULL	6.0	0.0	android	NULL	0.0	NULL	0.0	0.0	0.0
90c0b8d1-55e5-4917-ba29-a6ce15de9365-1560039721139	0	170a88a12e36f8a0f1b73442304398b1	30926000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560039721138E12	117.188.184.146		-1.0	39.96.159.162	empty	77604650339a3e2aa58656bdea84a4c4	empty	empty	empty	2.0	OPPO R11 PLUS	OPPO	2.0	46000.0	Android	7.1.1	1.0	zh-CN	640.0	360.0	0.0
d867c09a-fbed-487b-82c0-78b26193453d-1560076131137	1	8ee615bd91459fa3f368338faec7fc8b	7.3.4	4b4eedec5149ac4ab92c723a53bd7578	40cb281984c401046592fb49a8e9f7d0	310.0	1.560076131181E12	117.136.86.25	西安市	-1.0	120.55.127.17	2d62eaa01d44f921026691dec193f7d0	12f9a0ca0f72364c67e47656374e8974	empty	empty	259ef23acb179396de49e31ac9fec4a1	2.0	VKY-AL00	HUAWEI	6.0	46000.0	Android	9	0.0	zh-CN	1920.0	1080.0	3.0
788e9383-9b8c-4886-8896-b2a8e5bc970c-1560080953710	0	2477c87258c08e20d9b3d308867ae4cd	8.5.1.0	c2c317328d5ffc8b7dc543e24fa896cc	6a201781abc86a0666c3e94b6638c920	367.0	1.560080953712E12	113.140.124.135	西安市	-1.0	124.243.219.138	ec7d05688fa344dcb7286236e2a2d156	2468e0171eec6eb5d4971ca2740d3a6e	empty	empty	5f3b40edb0cfe03f68638c034b720492	2.0	LENOVO P70-T	联想	2.0	46000.0	android	4.4.4	0.0	cn	0.0	0.0	0.0
9212f63f-ceed-4844-b213-c964fcdf40c5-1560027944001	1	179fd63384df2063f93279dec072c806	3.2.0	7d90983bb1bc93520123c5fa6934cf20	6058ae4203680ff755759f8b46742341	212.0	1.560027944002E12	171.221.104.22	成都市	-1.0	188.131.141.130	32489605bea2ef7c92472121d601b061	c58875331a3c7b1d42ce1c269258b205	empty	empty	8b13868c5e30f65f8f3c5e9c76059e18	2.0	PAR-AL00	HUAWEI	2.0	46000.0	Android	9	0.0	zh-CN	2252.0	1080.0	0.0
45087648-6f01-4c36-94e0-9ba1866d28a3-1560034060801	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560034060801E12	123.147.250.138	重庆市	31.0	39.96.159.162	empty	c4d8f743c35570f4a7b598f61792ba2f	empty	empty	empty	2.0	PBEM00	OPPO	5.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
7aa14bc5-0934-42f9-9a40-d6b72c617f21-1560054061295	0	365fadab35f2a237e48cd529dd8f699b	3.28.6	9420c665f251cf88ce076a949536faa6	bc1cd52e0e3967e0ce9cf611237d420f	322.0	1.560054060933E12	117.136.76.199	南宁市	-1.0	39.107.229.254	2d7d9ff45374d8a538cf95417a1ba797	14474018f89d45c1dd67b972fbf8cdcd	empty	empty	empty	2.0	OPPO+A77	OPPO	6.0	46000.0	android	7.1.1	0.0	zh	1920.0	1080.0	0.0
88981b9e-a077-46af-8376-e22c7b04b965-1560061925701	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	580d13b46b75e6bb2f80d0e38fc3fe2c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560061925698E12	117.136.89.123	长沙市	-1.0	211.159.203.237	1ddbb91f866fffae5f29d6375516e656	ed380b1c1549884ecb5a174b8ce91b96	empty	7ac736ec4a9dc27300db94dd64d7ab51	54653d930f790503cfba258d2e3469a7	2.0	VIVO XPLAY5A	vivo	2.0	46000.0	Android	5.1.1	1.0	zh-CN	2560.0	1440.0	480.0
39cb697f-31da-40ea-863e-0258db545d7c-1560078732202	1	170a88a12e36f8a0f1b73442304398b1	30928230	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560078732201E12	223.104.17.216	哈尔滨市	-1.0	39.96.159.157	empty	efa130fa78a48628adada7d5f6ead4c4	empty	empty	empty	2.0	JSN AL00	HONOR	5.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
28402393-a659-4ca9-95bc-102256ec8b11-1560076184903	0	8b93f2271e0e09f2ea93cc6bbbafeba8	NULL	c6a36f4b4f1d1204f0c20b9a67cf60d7	06765782b6564446531bf6795f0fdc48	336.0	1.560076184903E12	117.136.56.30	哈尔滨市	-1.0	119.254.201.249	empty	b872f487f81490b846821e104fd2b71d	empty	empty	empty	0.0	VIVO X9	vivo	6.0	46000.0	android	7.1.2	0.0	NULL	0.0	0.0	0.0
2e901059-a371-4716-af13-5bf48f548e5d-1560026224893	0	0967260bec6019d61af88e25b2d944b8	NULL	cece89e17ab0225cc9baf346ea1b8e88	bb4bca3e2d5fc4d3297af9e64a389958	220.0	1.56002622489E12	58.44.142.20	湘西土家族苗族自治州	-1.0	134.175.190.128	3a4275e2a364bc14bbbd9ff59bb3945e	5547aa56f8525e75f29a01c63410ca09	empty	empty	empty	2.0	VIVO_X9PLUS	vivo	2.0	46000.0	android	7.1	0.0	zh	1920.0	1080.0	0.0
a1f130c4-0566-4d38-8781-93ab5bd3d822-1560039930572	0	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	c2c317328d5ffc8b7dc543e24fa896cc	6a201781abc86a0666c3e94b6638c920	367.0	1.560039930572E12	223.74.181.52	东莞市	-1.0	124.243.219.138	9647943f64f47476a4874ad98f8719f0	56e362af1612649e3acca873326b6925	empty	empty	a8f9207f1911f700d26076fdca9f6787	2.0	VIVO X20A	NULL	2.0	46000.0	android	8.1.0	0.0	cn	0.0	0.0	0.0
b48b05f9-88c5-4f42-b878-f8c60f5a8cb0-1560026264753	1	c3928c124c66197bda97ee4f34a4767e	NULL	e75047ac4169618b8961a689ed954151	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560026264753E12	111.42.140.49	鸡西市	-1.0	123.123.219.7	eb92c737d8f5199d238b9f05779b7d36	d182e851e351e39d1da7dc65668e729c	empty	empty	empty	2.0	ZUK Z2121	ZUK	2.0	-1.0	android	7.9.2	0.0	NULL	0.0	0.0	0.0
71fcd6b7-55c9-4f57-a547-04eff68b4711-1560084173765	1	empty	5.76.2.6060	2d5c619f048e36be4e441ad1b4c44974	25ad2d02765793b229e8e468a6203269	326.0	1.560084173767E12	111.37.229.254	烟台市	-1.0	47.100.46.246	a03d8752abfb7eb7a695e20dc6e81073	b1d1c2fbe53966a32a2d1cd738597f91	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	BKK-AL00	HONOR	2.0	46000.0	android	8.1.0	0.0	zh-CN	1520.0	720.0	0.0
b86493ad-5b8a-4198-a334-c03a8d492ff5-1560035678934	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560035678934E12	112.11.13.91	嘉兴市	-1.0	180.163.255.230	6871b3fad12638f099f411a5ad33e0f5	57d97cb459258c8e4d1c26e304e5fa91	empty	empty	empty	0.0	OPPO R9SK	OPPO	2.0	46000.0	android	6.0.1	0.0	NULL	1920.0	1080.0	0.0
6ac1a9f1-1501-4f1c-80d0-4079cda22a5f-1560091057597	0	170a88a12e36f8a0f1b73442304398b1	3.9.28.000.0605.1925	ecb9d438fc30c3b2be4d61c1b89f2877	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560091057596E12	121.69.11.173	北京市	2.0	39.96.159.157	ac8798619c92d0b45d4ecc0629528f86	dc0c8e246dfb68133a5b41fea9439bf7	empty	empty	empty	2.0	MI 6X	xiaomi	2.0	46000.0	Android	8.1.0	1.0	zh-CN	2030.0	1080.0	0.0
02bc39b1-6464-45c7-aeac-4038103e7a64-1560078799621	1	821d21788cf7423f4b38b802c652ab77	5.1.7.0	4bff68accc6a7884a4f6ebd313d378ab	3506e5b633de7f93c5a7ae7f4a9b0bb3	230.0	1.560078799621E12	117.91.8.170	扬州市	-1.0	39.106.218.22	dbec11bf4753fd3e37c118842d7745b9	9c3f5357d1560b790d8ef401333369cc	empty	empty	295c65d47e4cc774de87c6268707a345	2.0	SM-G920F	samsung	2.0	46000.0	Android	7.0	0.0	zh-CN	2560.0	1440.0	640.0
9b0410f1-3318-407b-8e32-995b9667d922-1560073071719	1	cf4821986014a7fef9d7b7ad8de655e4	228	2af944462e43cd2f59acbbfd37445413	57b3053174973702549ba88b6017ac30	336.0	1.560073071669E12	120.227.30.63	怀化市	-1.0	39.105.121.43	66a923cf0c3b50500b8b2e83cada918d	81e3b95be212833061235deb663af8a3	empty	empty	5e71b36544dec0809559cf0d8ea92694	2.0	HONOR ARE-AL00	ARE-AL00	2.0	46001.0	Android	8.1.0	0.0	Zh-CN	2244.0	1080.0	0.0
3899d70e-8da1-4dca-8154-4a4500895485-1560046850586	0	54843d48264094f91d7e0ae5ac84e344	2.5.0	1a7762efe0f5c67852bac00ee81f1398	cbdeaf96308cf07f8decffc788c464c5	301.0	1.560046850585E12	114.82.67.156	上海市	3.0	152.136.57.75	4b178c9a56f4c5e3d5de14a915b5506d	887bd84d358c2aad5c3370f97435e5ca	empty	empty	a2c8d7e05afc0ff238563270469ef152	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2136.0	1080.0	480.0
e5bac46b-ef9b-471b-b399-d7c24869b38a-1560050182055	0	3075dd4143bb3c4c9c206ef6962d8c9b	NULL	f5a9b96330c083c767a6633dca1b0d30	06765782b6564446531bf6795f0fdc48	336.0	1.56005018205E12	106.19.7.91	永州市	-1.0	119.254.201.249	empty	7abb0c0706f3fa40a81b155d8aa70aa3	empty	empty	empty	0.0	V1816A	vivo	0.0	46000.0	android	8.1.0	0.0	NULL	0.0	0.0	0.0
